C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_28_681.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_28_681.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_28_681.jpg,0,0,0,6.422398
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_28_758.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_28_758.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_28_758.jpg,0,0,0,6.37078
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_28_833.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_28_833.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_28_833.jpg,0,0,0,6.31958
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_28_910.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_28_910.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_28_910.jpg,0,0,0,6.268788
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_28_987.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_28_987.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_28_987.jpg,0,0,0,6.218405
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_057.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_057.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_057.jpg,0,0,0,6.180884
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_131.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_131.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_131.jpg,0,0,0,6.131209
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_207.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_207.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_207.jpg,0,0,0,6.081932
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_279.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_279.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_279.jpg,0,0,0,6.045234
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_352.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_352.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_352.jpg,0,0,0,5.996647
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_423.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_423.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_423.jpg,0,0,0,5.960464
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_494.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_494.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_494.jpg,0,0,0,5.91256
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_568.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_568.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_568.jpg,0,0,0,5.865041
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_643.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_643.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_643.jpg,0,0,0,5.829652
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_715.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_715.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_715.jpg,0,0,0,5.782801
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_783.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_783.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_783.jpg,0,0,0,5.747908
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_856.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_856.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_856.jpg,0,0,0,5.701711
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_929.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_929.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_929.jpg,0,0,0,5.655887
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_29_998.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_29_998.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_29_998.jpg,0,0,0,5.621761
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_073.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_073.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_073.jpg,0,0.0747609,0,5.609103
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_141.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_141.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_141.jpg,0,0.2914521,0,5.727908
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_216.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_216.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_216.jpg,0,0.5146788,0,6.097445
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_297.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_297.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_297.jpg,0,0.7570978,0,6.689855
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_368.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_368.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_368.jpg,0,0.686368,0,7.35639
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_442.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_442.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_442.jpg,0,0.4622205,0,7.717262
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_512.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_512.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_512.jpg,0,0.2509095,0,7.979515
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_582.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_582.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_582.jpg,0,0.03989824,0,8.025554
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_657.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_657.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_657.jpg,-0.05,0,0,7.963399
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_734.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_734.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_734.jpg,-0.25,0,0,7.884181
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_803.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_803.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_803.jpg,0,0,0,7.815033
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_876.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_876.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_876.jpg,0,0,0,7.746795
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_30_950.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_30_950.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_30_950.jpg,0,0,0,7.684154
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_31_021.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_31_021.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_31_021.jpg,0,0,0,7.637758
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_31_092.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_31_092.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_31_092.jpg,0,0,0,7.576366
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_31_162.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_31_162.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_31_162.jpg,-0.15,0,0,7.525757
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_31_232.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_31_232.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_31_232.jpg,-0.35,0,0,7.440045
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_31_302.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_31_302.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_31_302.jpg,0,0,0,7.385301
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_31_376.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_31_376.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_31_376.jpg,0,0,0,7.324682
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_31_449.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_31_449.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_31_449.jpg,0,0.0772098,0,7.298312
C:\Users\shaki\OneDrive\Desktop\training_data\IMG\center_2024_01_14_19_37_31_518.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\left_2024_01_14_19_37_31_518.jpg,C:\Users\shaki\OneDrive\Desktop\training_data\IMG\right_2024_01_14_19_37_31_518.jpg,0,0.285645,0,7.396752
